,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights
341145,12276583,2019-06-30,t,$100.00,$100.00,1,1125
341362,10732707,2019-06-25,t,$97.00,$97.00,1,30
341734,10732707,2019-06-26,t,$97.00,$97.00,1,30
341735,10732707,2019-06-27,t,$97.00,$97.00,1,30
341736,10732707,2019-06-28,t,$122.00,$122.00,1,30
341737,10732707,2019-06-29,t,$122.00,$122.00,1,30
341738,10732707,2019-06-30,t,$109.00,$109.00,1,30
343781,11563935,2019-06-25,t,$71.00,$71.00,2,14
343782,11563935,2019-06-26,t,$75.00,$75.00,2,14
344015,12311913,2019-06-26,t,$30.00,$30.00,1,3
344016,12311913,2019-06-27,t,$30.00,$30.00,1,3
344017,12311913,2019-06-28,t,$35.00,$35.00,1,3
344018,12311913,2019-06-29,t,$35.00,$35.00,1,3
344019,12311913,2019-06-30,t,$30.00,$30.00,1,3
344695,11565510,2019-06-25,t,$89.00,$89.00,2,14
344696,11565510,2019-06-26,t,$89.00,$89.00,2,14
344865,12342187,2019-06-28,t,$199.00,$199.00,3,7
344866,12342187,2019-06-29,t,$199.00,$199.00,3,7
344867,12342187,2019-06-30,t,$179.00,$179.00,3,7
345140,10746926,2019-06-25,t,$109.00,$109.00,1,30
345141,10746926,2019-06-26,t,$109.00,$109.00,1,30
345142,10746926,2019-06-27,t,$109.00,$109.00,1,30
345145,10746926,2019-06-30,t,$133.00,$133.00,1,30
345730,12342998,2019-06-26,t,$225.00,$225.00,2,7
345731,12342998,2019-06-27,t,$250.00,$250.00,2,7
345732,12342998,2019-06-28,t,$375.00,$375.00,2,7
345733,12342998,2019-06-29,t,$375.00,$375.00,2,7
345734,12342998,2019-06-30,t,$250.00,$250.00,2,7
346701,12343442,2019-06-25,t,$250.00,$250.00,2,14
346702,12343442,2019-06-26,t,$250.00,$250.00,2,14
346703,12343442,2019-06-27,t,$250.00,$250.00,2,14
346704,12343442,2019-06-28,t,$300.00,$300.00,2,14
346705,12343442,2019-06-29,t,$300.00,$300.00,2,14
346706,12343442,2019-06-30,t,$250.00,$250.00,2,14
346857,10747342,2019-06-25,t,$132.00,$132.00,1,30
346889,10747342,2019-06-26,t,$132.00,$132.00,1,30
346890,10747342,2019-06-27,t,$132.00,$132.00,1,30
346893,10747342,2019-06-30,t,$149.00,$149.00,1,30
347842,10748406,2019-06-25,t,$149.00,$149.00,1,30
347870,10748406,2019-06-26,t,$149.00,$149.00,1,30
348020,11636609,2019-06-26,t,$125.00,$125.00,2,14
348021,11636609,2019-06-27,t,$125.00,$125.00,2,14
348022,11636609,2019-06-28,t,$225.00,$225.00,2,14
348023,11636609,2019-06-29,t,$225.00,$225.00,2,14
348024,11636609,2019-06-30,t,$125.00,$125.00,2,14
348662,10752838,2019-06-25,t,$649.00,$649.00,3,1125
348815,11637919,2019-06-26,t,$46.00,$46.00,20,120
348816,11637919,2019-06-27,t,$46.00,$46.00,20,120
348817,11637919,2019-06-28,t,$65.00,$65.00,20,120
348818,11637919,2019-06-29,t,$65.00,$65.00,20,120
348819,11637919,2019-06-30,t,$46.00,$46.00,20,120
349234,10752838,2019-06-26,t,$649.00,$649.00,3,1125
349235,10752838,2019-06-27,t,$649.00,$649.00,3,1125
349555,11640346,2019-06-28,t,$65.00,$65.00,20,90
349556,11640346,2019-06-29,t,$65.00,$65.00,20,90
349557,11640346,2019-06-30,t,$55.00,$55.00,20,90
349917,11652969,2019-06-25,t,$50.00,$50.00,1,365
349918,11652969,2019-06-26,t,$50.00,$50.00,1,365
349919,11652969,2019-06-27,t,$50.00,$50.00,1,365
349920,11652969,2019-06-28,t,$90.00,$90.00,1,365
349921,11652969,2019-06-29,t,$90.00,$90.00,1,365
349922,11652969,2019-06-30,t,$90.00,$90.00,1,365
350532,12360882,2019-06-28,t,$99.00,$99.00,7,45
350533,12360882,2019-06-29,t,$99.00,$99.00,7,45
350534,12360882,2019-06-30,t,$40.00,$40.00,7,45
351213,11653761,2019-06-25,t,$350.00,$350.00,2,14
351640,12367965,2019-06-28,t,$823.00,$823.00,3,1125
351641,12367965,2019-06-29,t,$764.00,$764.00,3,1125
352084,12384896,2019-06-25,t,"$1,500.00","$1,500.00",2,1125
352085,12384896,2019-06-26,t,"$1,500.00","$1,500.00",2,1125
352086,12384896,2019-06-27,t,"$1,500.00","$1,500.00",2,1125
352087,12384896,2019-06-28,t,"$1,600.00","$1,600.00",2,1125
352088,12384896,2019-06-29,t,"$1,600.00","$1,600.00",2,1125
352089,12384896,2019-06-30,t,"$1,500.00","$1,500.00",2,1125
352582,10796126,2019-06-26,t,$90.00,$90.00,2,365
352583,10796126,2019-06-27,t,$90.00,$90.00,2,365
352996,12400074,2019-06-25,t,$219.00,$219.00,1,1125
352997,12400074,2019-06-26,t,$219.00,$219.00,1,1125
353001,12400074,2019-06-30,t,$219.00,$219.00,1,1125
353351,11718648,2019-06-26,t,$128.00,$128.00,31,1125
353352,11718648,2019-06-27,t,$128.00,$128.00,31,1125
353353,11718648,2019-06-28,t,$128.00,$128.00,31,1125
353354,11718648,2019-06-29,t,$128.00,$128.00,31,1125
353355,11718648,2019-06-30,t,$128.00,$128.00,31,1125
353914,12400298,2019-06-25,t,$219.00,$219.00,1,1125
353915,12400298,2019-06-26,t,$219.00,$219.00,1,1125
353919,12400298,2019-06-30,t,$219.00,$219.00,1,1125
355656,12449779,2019-06-26,t,$179.00,$179.00,3,7
355657,12449779,2019-06-27,t,$179.00,$179.00,3,7
355658,12449779,2019-06-28,t,$179.00,$179.00,3,7
355659,12449779,2019-06-29,t,$179.00,$179.00,3,7
355660,12449779,2019-06-30,t,$179.00,$179.00,3,7
356243,11723918,2019-06-25,t,$44.00,$44.00,1,365
356244,11723918,2019-06-26,t,$44.00,$44.00,1,365
356245,11723918,2019-06-27,t,$44.00,$44.00,1,365
356248,11723918,2019-06-30,t,$44.00,$44.00,1,365
356476,12466543,2019-06-25,t,$50.00,$50.00,1,1125
356477,12466543,2019-06-26,t,$50.00,$50.00,1,1125
356478,12466543,2019-06-27,t,$50.00,$50.00,1,1125
356479,12466543,2019-06-28,t,$50.00,$50.00,1,1125
356480,12466543,2019-06-29,t,$50.00,$50.00,1,1125
356481,12466543,2019-06-30,t,$50.00,$50.00,1,1125
357074,12468051,2019-06-25,t,$125.00,$125.00,30,1125
357075,12468051,2019-06-26,t,$125.00,$125.00,30,1125
357076,12468051,2019-06-27,t,$125.00,$125.00,30,1125
357077,12468051,2019-06-28,t,$125.00,$125.00,30,1125
357078,12468051,2019-06-29,t,$125.00,$125.00,30,1125
357079,12468051,2019-06-30,t,$125.00,$125.00,30,1125
358438,11840803,2019-06-26,t,"$1,495.00","$1,420.00",3,365
358442,11840803,2019-06-30,t,"$1,495.00","$1,495.00",3,365
359844,11874765,2019-06-25,t,$250.00,$250.00,2,28
359845,11874765,2019-06-26,t,$250.00,$250.00,2,28
359846,11874765,2019-06-27,t,$250.00,$250.00,2,28
359847,11874765,2019-06-28,t,$375.00,$375.00,2,28
359971,12492637,2019-06-26,t,$116.00,$116.00,30,1125
359972,12492637,2019-06-27,t,$116.00,$116.00,30,1125
359973,12492637,2019-06-28,t,$195.00,$195.00,30,1125
359974,12492637,2019-06-29,t,$195.00,$195.00,30,1125
359975,12492637,2019-06-30,t,$190.00,$190.00,30,1125
360986,11884613,2019-06-25,t,$115.00,$115.00,2,1125
361103,12493784,2019-06-25,t,$175.00,$131.00,1,1125
361104,12493784,2019-06-26,t,$175.00,$131.00,1,1125
361105,12493784,2019-06-27,t,$175.00,$131.00,1,1125
361106,12493784,2019-06-28,t,$240.00,$180.00,1,1125
361107,12493784,2019-06-29,t,$240.00,$180.00,1,1125
361108,12493784,2019-06-30,t,$175.00,$131.00,1,1125
362002,10889960,2019-06-26,t,$75.00,$75.00,1,5
362003,10889960,2019-06-27,t,$75.00,$75.00,1,5
362006,10889960,2019-06-30,t,$75.00,$75.00,1,5
362493,10902488,2019-06-30,t,$272.00,$272.00,2,1125
363057,10922617,2019-06-25,t,$200.00,$200.00,2,31
363058,10922617,2019-06-26,t,$200.00,$200.00,2,31
363059,10922617,2019-06-27,t,$200.00,$200.00,2,31
363060,10922617,2019-06-28,t,$200.00,$200.00,2,31
363061,10922617,2019-06-29,t,$200.00,$200.00,2,31
363062,10922617,2019-06-30,t,$200.00,$200.00,2,31
365047,11916791,2019-06-30,t,$69.00,$69.00,1,1125
365861,10943526,2019-06-25,t,$999.00,$999.00,31,1125
365862,10943526,2019-06-26,t,$999.00,$999.00,31,1125
365863,10943526,2019-06-27,t,$999.00,$999.00,31,1125
365864,10943526,2019-06-28,t,"$1,026.00","$1,026.00",31,1125
365865,10943526,2019-06-29,t,"$1,083.00","$1,083.00",31,1125
365866,10943526,2019-06-30,t,$999.00,$999.00,31,1125
366176,11924834,2019-06-25,t,$169.00,$169.00,1,1125
366465,10949512,2019-06-29,t,$595.00,$595.00,3,1125
366466,10949512,2019-06-30,t,$335.00,$335.00,3,1125
366701,12513023,2019-06-27,t,$43.00,$43.00,1,14
366704,12513023,2019-06-30,t,$43.00,$43.00,1,14
367198,11925190,2019-06-25,t,$169.00,$169.00,1,1125
367479,12516757,2019-06-28,t,$249.00,$249.00,2,30
367480,12516757,2019-06-29,t,$249.00,$249.00,2,30
367481,12516757,2019-06-30,t,$149.00,$149.00,2,30
368976,12523172,2019-06-25,t,$128.00,$128.00,1,25
368977,12523172,2019-06-26,t,$128.00,$128.00,1,25
368978,12523172,2019-06-27,t,$128.00,$128.00,1,25
368981,12523172,2019-06-30,t,$128.00,$128.00,2,25
369058,11931107,2019-06-26,t,$48.00,$48.00,1,1125
369059,11931107,2019-06-27,t,$48.00,$48.00,1,1125
369062,11931107,2019-06-30,t,$48.00,$48.00,1,1125
369164,10968649,2019-06-26,t,$100.00,$100.00,1,1125
369165,10968649,2019-06-27,t,$100.00,$100.00,1,1125
369166,10968649,2019-06-28,t,$100.00,$100.00,1,1125
369167,10968649,2019-06-29,t,$100.00,$100.00,1,1125
369923,10995742,2019-06-25,t,$225.00,$225.00,30,1125
369925,11941717,2019-06-26,t,$90.00,$90.00,1,1125
369963,10995742,2019-06-26,t,$225.00,$225.00,30,1125
369964,10995742,2019-06-27,t,$225.00,$225.00,30,1125
370345,11941717,2019-06-28,t,$95.00,$95.00,1,1125
370346,11941717,2019-06-29,t,$95.00,$95.00,1,1125
370347,11941717,2019-06-30,t,$90.00,$90.00,1,1125
371572,12537590,2019-06-26,t,$149.00,$149.00,1,1125
371573,12537590,2019-06-27,t,$149.00,$149.00,1,1125
371576,12537590,2019-06-30,t,$149.00,$149.00,1,1125
371619,11012622,2019-06-26,t,$128.00,$128.00,2,1125
371620,11012622,2019-06-27,t,$128.00,$128.00,2,1125
371621,11012622,2019-06-28,t,$212.00,$212.00,2,1125
371623,11012622,2019-06-30,t,$128.00,$128.00,2,1125
371723,11967076,2019-06-25,t,$500.00,$500.00,2,1125
371724,11967076,2019-06-26,t,$433.00,$433.00,2,1125
371728,11967076,2019-06-30,t,$504.00,$504.00,2,1125
372191,11013290,2019-06-29,t,$256.00,$256.00,2,1125
372192,11013290,2019-06-30,t,$144.00,$144.00,2,1125
373712,12537763,2019-06-26,t,$149.00,$149.00,1,1125
373713,12537763,2019-06-27,t,$149.00,$149.00,1,1125
373716,12537763,2019-06-30,t,$149.00,$149.00,1,1125
373898,11015101,2019-06-30,t,$272.00,$272.00,2,1125
374223,12585430,2019-06-29,t,$278.00,$278.00,2,1125
374224,12585430,2019-06-30,t,$262.00,$262.00,2,1125
374759,11980194,2019-06-27,t,$61.00,$61.00,1,14
374760,11980194,2019-06-28,t,$105.00,$105.00,1,14
375414,11981837,2019-06-25,t,$995.00,$995.00,1,90
375415,11981837,2019-06-26,t,$995.00,$995.00,1,90
375416,11981837,2019-06-27,t,"$1,205.00","$1,205.00",1,90
375417,11981837,2019-06-28,t,"$1,205.00","$1,205.00",1,90
375418,11981837,2019-06-29,t,"$1,205.00","$1,205.00",1,90
375419,11981837,2019-06-30,t,$995.00,$995.00,1,90
375790,12589793,2019-06-25,t,$169.00,$169.00,2,7
375791,12589793,2019-06-26,t,$169.00,$169.00,2,7
375794,12589793,2019-06-29,t,$269.00,$269.00,2,7
375795,12589793,2019-06-30,t,$169.00,$169.00,2,7
376855,11033253,2019-06-30,t,$85.00,$85.00,180,365
377441,11038798,2019-06-25,t,$89.00,$89.00,1,1125
377499,12001600,2019-06-25,t,$86.00,$86.00,3,180
377500,12001600,2019-06-26,t,$86.00,$86.00,3,180
377501,12001600,2019-06-27,t,$86.00,$86.00,3,180
377502,12001600,2019-06-28,t,$86.00,$86.00,3,180
377503,12001600,2019-06-29,t,$86.00,$86.00,3,180
377504,12001600,2019-06-30,t,$86.00,$86.00,3,180
377514,11038798,2019-06-26,t,$88.00,$88.00,1,1125
377515,11038798,2019-06-27,t,$90.00,$90.00,1,1125
377516,11038798,2019-06-28,t,$95.00,$95.00,1,1125
377517,11038798,2019-06-29,t,$97.00,$97.00,1,1125
377518,11038798,2019-06-30,t,$92.00,$92.00,1,1125
378362,12003002,2019-06-25,t,$159.00,$159.00,2,1125
378363,12003002,2019-06-26,t,$159.00,$159.00,2,1125
378364,12003002,2019-06-27,t,$159.00,$159.00,2,1125
378367,12003002,2019-06-30,t,$159.00,$159.00,2,1125
379610,12013769,2019-06-26,t,$175.00,$175.00,2,7
379611,12013769,2019-06-27,t,$175.00,$175.00,2,7
379612,12013769,2019-06-28,t,$250.00,$250.00,2,7
379613,12013769,2019-06-29,t,$250.00,$250.00,2,7
379614,12013769,2019-06-30,t,$175.00,$175.00,2,7
379922,11053054,2019-06-26,t,$92.00,$92.00,1,29
379923,11053054,2019-06-27,t,$92.00,$92.00,1,29
380114,12682659,2019-06-25,t,"$1,250.00","$1,250.00",2,1125
380115,12682659,2019-06-26,t,"$1,250.00","$1,250.00",2,1125
380116,12682659,2019-06-27,t,"$1,250.00","$1,250.00",2,1125
380117,12682659,2019-06-28,t,"$1,500.00","$1,500.00",2,1125
380118,12682659,2019-06-29,t,"$1,500.00","$1,500.00",2,1125
380119,12682659,2019-06-30,t,"$1,250.00","$1,250.00",2,1125
380506,12016830,2019-06-26,t,$47.00,$47.00,1,1125
380507,12016830,2019-06-27,t,$47.00,$47.00,1,1125
380508,12016830,2019-06-28,t,$77.00,$77.00,1,1125
380509,12016830,2019-06-29,t,$77.00,$77.00,1,1125
380510,12016830,2019-06-30,t,$77.00,$77.00,1,1125
382386,12035569,2019-06-25,t,$99.00,$99.00,2,1125
382387,12035569,2019-06-26,t,$99.00,$99.00,2,1125
382388,12035569,2019-06-27,t,$99.00,$99.00,2,1125
382391,12035569,2019-06-30,t,$99.00,$99.00,2,1125
384351,12041399,2019-06-30,t,$205.00,$205.00,2,1125
385346,12049597,2019-06-30,t,$600.00,$600.00,30,1125
387226,13157153,2019-06-29,t,$79.00,$79.00,2,1125
387227,13157153,2019-06-30,t,$65.00,$65.00,2,1125
387535,11118944,2019-06-27,t,$124.00,$149.00,1,1125
387538,11118944,2019-06-30,t,$124.00,$149.00,1,1125
389058,11119106,2019-06-27,t,$124.00,$149.00,1,1125
389061,11119106,2019-06-30,t,$124.00,$149.00,1,1125
389675,11119241,2019-06-25,t,$145.00,$174.00,1,1125
389696,11119241,2019-06-26,t,$145.00,$174.00,1,1125
389698,11119241,2019-06-28,t,$181.00,$208.00,1,1125
389700,11119241,2019-06-30,t,$145.00,$174.00,1,1125
390465,13170181,2019-06-30,t,$79.00,$79.00,2,1125
390946,12729582,2019-06-25,t,$36.00,$32.00,30,330
390947,12729582,2019-06-26,t,$36.00,$32.00,30,330
390948,12729582,2019-06-27,t,$37.00,$33.00,30,330
390949,12729582,2019-06-28,t,$37.00,$33.00,30,330
390950,12729582,2019-06-29,t,$37.00,$33.00,30,330
390951,12729582,2019-06-30,t,$36.00,$32.00,30,330
391449,12737562,2019-06-26,t,$96.00,$96.00,1,1125
391450,12737562,2019-06-27,t,$250.00,$250.00,1,1125
391451,12737562,2019-06-28,t,$250.00,$250.00,1,1125
391452,12737562,2019-06-29,t,$250.00,$250.00,1,1125
391453,12737562,2019-06-30,t,$250.00,$250.00,1,1125
392294,13174694,2019-06-29,t,$56.00,$56.00,30,1125
392295,13174694,2019-06-30,t,$56.00,$56.00,30,1125
392657,13175392,2019-06-27,t,$47.00,$47.00,7,45
392658,13175392,2019-06-28,t,$99.00,$99.00,7,45
392659,13175392,2019-06-29,t,$99.00,$99.00,7,45
392660,13175392,2019-06-30,t,$50.00,$50.00,7,45
392930,12759244,2019-06-30,t,$227.00,$227.00,1,1125
393455,11119349,2019-06-25,t,$145.00,$174.00,1,1125
393765,13188148,2019-06-25,t,$119.00,$119.00,1,15
393766,13188148,2019-06-26,t,$119.00,$119.00,1,15
393767,13188148,2019-06-27,t,$119.00,$119.00,1,15
393768,13188148,2019-06-28,t,$119.00,$119.00,2,15
393769,13188148,2019-06-29,t,$119.00,$119.00,1,15
393770,13188148,2019-06-30,t,$119.00,$119.00,1,15
393898,11119349,2019-06-26,t,$145.00,$174.00,1,1125
393900,11119349,2019-06-28,t,$181.00,$208.00,1,1125
393902,11119349,2019-06-30,t,$145.00,$174.00,1,1125
394171,13194175,2019-06-27,t,$179.00,$179.00,1,1124
394172,13194175,2019-06-28,t,$399.00,$399.00,1,1124
394173,13194175,2019-06-29,t,$399.00,$399.00,1,1124
394374,12760775,2019-06-26,t,$55.00,$44.00,3,30
394375,12760775,2019-06-27,t,$64.00,$51.00,3,30
394376,12760775,2019-06-28,t,$64.00,$51.00,3,30
394377,12760775,2019-06-29,t,$65.00,$52.00,3,30
394378,12760775,2019-06-30,t,$65.00,$52.00,3,30
394796,12761596,2019-06-26,t,$145.00,$145.00,1,1125
394797,12761596,2019-06-27,t,$145.00,$145.00,1,1125
394798,12761596,2019-06-28,t,$155.00,$155.00,1,1125
394799,12761596,2019-06-29,t,$155.00,$155.00,1,1125
394800,12761596,2019-06-30,t,$145.00,$145.00,1,1125
395219,13197028,2019-06-25,t,$204.00,$204.00,1,1125
395703,12763212,2019-06-28,t,$695.00,$695.00,2,1125
395704,12763212,2019-06-29,t,$695.00,$695.00,2,1125
395705,12763212,2019-06-30,t,$495.00,$495.00,2,1125
396152,12779313,2019-06-25,t,$100.00,$100.00,2,14
396153,12779313,2019-06-26,t,$100.00,$100.00,2,14
396154,12779313,2019-06-27,t,$100.00,$100.00,2,14
396157,12779313,2019-06-30,t,$107.00,$107.00,2,14
396628,13219292,2019-06-29,t,$169.00,$169.00,2,29
397224,12782606,2019-06-26,t,$119.00,$119.00,2,1125
397228,12782606,2019-06-30,t,$119.00,$119.00,2,1125
397700,12783456,2019-06-30,t,$199.00,$199.00,1,1000
397842,11124639,2019-06-25,t,$169.00,$203.00,1,1125
397973,11124639,2019-06-28,t,$229.00,$263.00,1,1125
398844,13232702,2019-06-25,t,$102.00,$102.00,3,1125
398845,13232702,2019-06-26,t,$102.00,$102.00,3,1125
398846,13232702,2019-06-27,t,$101.00,$101.00,3,1125
399686,12795528,2019-06-30,t,$319.00,$319.00,4,7
399884,13235865,2019-06-25,t,$84.00,$84.00,1,14
399885,13235865,2019-06-26,t,$84.00,$84.00,1,14
399886,13235865,2019-06-27,t,$84.00,$84.00,1,14
399887,13235865,2019-06-28,t,$84.00,$84.00,1,14
399888,13235865,2019-06-29,t,$84.00,$84.00,1,14
399889,13235865,2019-06-30,t,$84.00,$84.00,1,14
400841,13238606,2019-06-25,t,$50.00,$50.00,1,14
400846,13238606,2019-06-30,t,$50.00,$50.00,1,14
401866,13261877,2019-06-25,t,"$1,795.00","$1,795.00",4,1125
401871,13261877,2019-06-30,t,"$1,795.00","$1,795.00",4,1125
402925,12855669,2019-06-27,t,$84.00,$84.00,1,1125
403289,12856008,2019-06-26,t,$72.00,$72.00,1,1125
403290,12856008,2019-06-27,t,$72.00,$72.00,1,1125
403293,12856008,2019-06-30,t,$86.00,$86.00,1,1125
404237,12866904,2019-06-27,t,$109.00,$109.00,1,1125
404240,12866904,2019-06-30,t,$119.00,$119.00,1,1125
405200,12867592,2019-06-27,t,$499.00,$424.00,1,1125
405203,12867592,2019-06-30,t,$359.00,$305.00,1,1125
405694,11124875,2019-06-25,t,$159.00,$159.00,1,1125
405787,13298205,2019-06-30,t,$300.00,$300.00,2,1125
405915,11124875,2019-06-26,t,$159.00,$159.00,1,1125
405916,11124875,2019-06-27,t,$159.00,$159.00,1,1125
405919,11124875,2019-06-30,t,$159.00,$159.00,1,1125
406438,13298471,2019-06-30,t,$300.00,$300.00,2,1125
408027,12889884,2019-06-25,t,$122.00,$122.00,7,7
408028,12889884,2019-06-26,t,$122.00,$122.00,7,7
408029,12889884,2019-06-27,t,$122.00,$122.00,7,7
408030,12889884,2019-06-28,t,$150.00,$150.00,7,7
408031,12889884,2019-06-29,t,$150.00,$150.00,7,7
408032,12889884,2019-06-30,t,$122.00,$122.00,7,7
409125,13333370,2019-06-25,t,$375.00,$375.00,2,1125
409126,13333370,2019-06-26,t,$375.00,$375.00,2,1125
409127,13333370,2019-06-27,t,$375.00,$375.00,2,1125
409128,13333370,2019-06-28,t,$650.00,$650.00,2,1125
409129,13333370,2019-06-29,t,$650.00,$650.00,2,1125
409130,13333370,2019-06-30,t,$375.00,$375.00,2,1125
409710,11124942,2019-06-25,t,$159.00,$159.00,1,1125
409848,12911310,2019-06-26,t,$149.00,$149.00,2,1125
410018,13335033,2019-06-25,t,$65.00,$65.00,30,35
410019,13335033,2019-06-26,t,$65.00,$65.00,30,35
410020,13335033,2019-06-27,t,$65.00,$65.00,30,35
410021,13335033,2019-06-28,t,$75.00,$75.00,30,35
410022,13335033,2019-06-29,t,$75.00,$75.00,30,35
410023,13335033,2019-06-30,t,$65.00,$65.00,30,35
410188,11124942,2019-06-26,t,$159.00,$159.00,1,1125
410189,11124942,2019-06-27,t,$159.00,$159.00,1,1125
410192,11124942,2019-06-30,t,$159.00,$159.00,1,1125
410867,12911975,2019-06-25,t,$149.00,$149.00,2,1125
410868,12911975,2019-06-26,t,$119.00,$119.00,2,1125
410869,12911975,2019-06-27,t,$119.00,$119.00,2,1125
411637,13336817,2019-06-30,t,$120.00,$120.00,2,90
412129,11124994,2019-06-25,t,$189.00,$189.00,1,1125
412254,11124994,2019-06-26,t,$189.00,$189.00,1,1125
412258,11124994,2019-06-30,t,$189.00,$189.00,1,1125
412498,13344104,2019-06-26,t,$360.00,$360.00,3,1125
413208,13357340,2019-06-25,t,$125.00,$125.00,7,7
413209,13357340,2019-06-26,t,$125.00,$125.00,7,7
413210,13357340,2019-06-27,t,$125.00,$125.00,7,7
413211,13357340,2019-06-28,t,$125.00,$125.00,7,7
413212,13357340,2019-06-29,t,$125.00,$125.00,7,7
413213,13357340,2019-06-30,t,$150.00,$150.00,7,7
413991,12951374,2019-06-26,t,$250.00,$250.00,4,7
413992,12951374,2019-06-27,t,$250.00,$250.00,4,7
413993,12951374,2019-06-28,t,$250.00,$250.00,4,7
413994,12951374,2019-06-29,t,$250.00,$250.00,4,7
413995,12951374,2019-06-30,t,$250.00,$250.00,4,7
414166,13359534,2019-06-25,t,$45.00,$45.00,1,1125
414167,13359534,2019-06-26,t,$45.00,$45.00,1,1125
414168,13359534,2019-06-27,t,$45.00,$45.00,1,1125
414169,13359534,2019-06-28,t,$45.00,$45.00,1,1125
414170,13359534,2019-06-29,t,$45.00,$45.00,1,1125
414171,13359534,2019-06-30,t,$45.00,$45.00,1,1125
414943,12965729,2019-06-26,t,$230.00,$230.00,4,7
414944,12965729,2019-06-27,t,$230.00,$230.00,4,7
414945,12965729,2019-06-28,t,$230.00,$230.00,4,7
414946,12965729,2019-06-29,t,$230.00,$230.00,4,7
414947,12965729,2019-06-30,t,$230.00,$230.00,4,7
415308,12973373,2019-06-26,t,$70.00,$70.00,3,30
415309,12973373,2019-06-27,t,$70.00,$70.00,3,30
415310,12973373,2019-06-28,t,$72.00,$72.00,3,30
415311,12973373,2019-06-29,t,$72.00,$72.00,3,30
415312,12973373,2019-06-30,t,$70.00,$70.00,3,30
416336,11125096,2019-06-25,t,$189.00,$189.00,1,1125
417063,12973466,2019-06-26,t,$175.00,$175.00,31,1125
417064,12973466,2019-06-27,t,$175.00,$175.00,31,1125
417065,12973466,2019-06-28,t,$175.00,$175.00,31,1125
417066,12973466,2019-06-29,t,$175.00,$175.00,31,1125
417067,12973466,2019-06-30,t,$175.00,$175.00,31,1125
417427,12980573,2019-06-25,t,$320.00,$320.00,1,8
417428,12980573,2019-06-26,t,$320.00,$320.00,1,8
417429,12980573,2019-06-27,t,$320.00,$320.00,1,8
417430,12980573,2019-06-28,t,$350.00,$350.00,1,8
417431,12980573,2019-06-29,t,$350.00,$350.00,1,8
417605,11125096,2019-06-26,t,$189.00,$189.00,1,1125
417609,11125096,2019-06-30,t,$189.00,$189.00,1,1125
417889,12985511,2019-06-26,t,$200.00,$200.00,4,7
417890,12985511,2019-06-27,t,$200.00,$200.00,4,7
417891,12985511,2019-06-28,t,$200.00,$200.00,4,7
417892,12985511,2019-06-29,t,$200.00,$200.00,4,7
417893,12985511,2019-06-30,t,$200.00,$200.00,4,7
418254,12987089,2019-06-26,t,"$1,395.00","$1,395.00",3,1125
418255,12987089,2019-06-27,t,"$1,395.00","$1,395.00",3,1125
418256,12987089,2019-06-28,t,"$1,395.00","$1,395.00",3,1125
418257,12987089,2019-06-29,t,"$1,395.00","$1,395.00",3,1125
418258,12987089,2019-06-30,t,"$1,395.00","$1,395.00",3,1125
418499,13380271,2019-06-30,t,$89.00,$89.00,1,1125
418861,13398692,2019-06-27,t,$110.00,$110.00,2,1125
418864,13398692,2019-06-30,t,$110.00,$110.00,2,1125
419235,13400653,2019-06-25,t,$41.00,$41.00,1,1125
419237,13400653,2019-06-27,t,$41.00,$41.00,1,1125
419240,13400653,2019-06-30,t,$41.00,$41.00,1,1125
419600,13401353,2019-06-25,t,$46.00,$46.00,1,1125
419601,13401353,2019-06-26,t,$46.00,$46.00,1,1125
419602,13401353,2019-06-27,t,$46.00,$46.00,1,1125
420185,12987701,2019-06-26,t,$895.00,$850.00,3,1125
420186,12987701,2019-06-27,t,$895.00,$850.00,3,1125
420995,13406367,2019-06-26,t,$199.00,$199.00,2,1125
420996,13406367,2019-06-27,t,$260.00,$260.00,2,1125
420999,13406367,2019-06-30,t,$260.00,$260.00,2,1125
421468,13409365,2019-06-27,t,"$1,350.00","$1,350.00",7,31
421469,13409365,2019-06-28,t,"$1,350.00","$1,350.00",7,31
421470,13409365,2019-06-29,t,"$1,350.00","$1,350.00",7,31
421471,13409365,2019-06-30,t,"$1,350.00","$1,350.00",7,31
421831,13411378,2019-06-25,t,$19.00,$19.00,1,1125
421832,13411378,2019-06-26,t,$19.00,$19.00,1,1125
421833,13411378,2019-06-27,t,$19.00,$19.00,1,1125
422842,13012775,2019-06-26,t,$230.00,$230.00,4,7
422843,13012775,2019-06-27,t,$230.00,$230.00,4,7
422844,13012775,2019-06-28,t,$230.00,$230.00,4,7
422845,13012775,2019-06-29,t,$230.00,$230.00,4,7
422846,13012775,2019-06-30,t,$230.00,$230.00,4,7
424706,11146612,2019-06-26,t,$77.00,$77.00,1,20
424707,11146612,2019-06-27,t,$84.00,$84.00,1,20
425910,13461182,2019-06-30,t,$89.00,$89.00,30,352
426248,13043687,2019-06-25,t,$107.00,$107.00,365,1125
426249,13043687,2019-06-26,t,$107.00,$107.00,365,1125
426250,13043687,2019-06-27,t,$107.00,$107.00,365,1125
426251,13043687,2019-06-28,t,$107.00,$107.00,365,1125
426252,13043687,2019-06-29,t,$107.00,$107.00,365,1125
426253,13043687,2019-06-30,t,$107.00,$107.00,365,1125
426936,13463380,2019-06-25,t,$99.00,$99.00,2,1125
